food_id, food_name, calories, health_scale, image
1419,Cage free large brown eggs,120,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRe47-x2FTqhC2LkMQvUZlgig1FP_wIxGa9-bwQh__MS07jtvso76kXK9Y3HAQ&amp;s
1420,Beef stew meat,195,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_CLKwdkZbfMjS7PaP17UupFRXYFT1tfxYtqberHBQhDHbklEXuw5q0W8OtcA&amp;s
1421,Boneless pork country style ribs,133,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhZ_LXQk5SFTDC4TYn5ZbllsY_NWP4FtpDb8qX57o9q2hAaZEHSDDrYxkTqL4&amp;s
1422,Macaroni & cheese original rich & cheesy,343,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdrUoGjNWAXRh5UFkxXawQWQiyOcqAsHmx6z_SfH2BRjuXK3nTgBMbb_5PQ94&amp;s
1423,Non-pareil capers,33,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4IxHNPVHKvsRuoN1_6VOBPdj57FdvzIYQqGnuaBuLylSA8AWA-GHnB509_4o&amp;s
1424,Turkey gravy,75,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxpFseoKmBskHUWwyZq-1Ot3XqbW-q6XalHDw13JUZ3s2IDvbQXh9jI6A_HQ4&amp;s
1425,Half & half,133,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3rKJyQxo2cp8dYDppzwMfCHbSaB7ufzEk9ftxaLXInL7ZBNeCVfdd1m8kIQ&amp;s
1426,Meat lasagna,124,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRebXjfWu1EUiJE6QMnXgiZGhSED0eIZnAcI97uNbKJSlCHuORpVh1ZrFG3xqc&amp;s
1428,Whole jalapeno peppers,33,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3V2BSw24qHSnEZ4BjVUuyjt38ztuVXnrlMnt8_Ugjib-uwiieiBK783Y0o-w&amp;s
1429,Therapeutic nutrition,146,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR88w9SNoqzjy6CPH6oA3jaZPMLXtM_r_cPKyHbTz62ifIWgmGM4EH077W9Cw&amp;s
1430,Spanish peanuts salted,571,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTk0hljdqLc3eZ6RvA7s2dMRk4a-P67iF7p6qhV7jIlOItlJrPOTjw5Iv99sQ&amp;s
1431,Dry roasted peanuts,571,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiVI2a1sdUPRYDqAqAASsxl8rawsREHcoqVCbXbZuFfC_f-fV_31LnPjElow&amp;s
1432,Machu pichu organic exotic fruit & nut mix,467,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6qLC0lWv72og5mP3_xdAHMHIE_kopYfr181y2ik-tla5Qh1w_uRJ5CxqITgY&amp;s
1433,All natural premium cuts of chorizo pork chorizo,357,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0ohefG-4yonjdle1v08Hgqe2GOop6ci82fJlwau86_MgkASOow0ZRcNGTNyY&amp;s
1434,Non-smoked provolone sliced cheese provolone,348,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzWGFnDcIhT0nKdz1nn3EMyaxfA7HGULSYSqgonsqrFtIIRv5L3psGoj_8vC4&amp;s
1435,Chicken broth chicken,4,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcV9yC7Yc54tSiwT6AhmlQR7k6Lt3fbYC0eadolgIefnaJ1aL9lloN8Sxq6HI&amp;s
1436,Chicken stock,8,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2wAUdlkoqI0LZmAuOQkySScskgpli5Q_8SD9OBiM5akYXIjX-S9lyRI67fQ&amp;s
1437,100% pure maple syrup,333,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQO_fP48SCQd5N8N6kaQM0F0ILuW2efRS4fE7IVG6lFu2q-BniUgkHYfEmwNrk&amp;s
1438,Semi-sweet chocolate chips chocolate,467,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8S5-rPrMQTQ5b4bBUdoNvOyMuNFCv0W_4vVi0_yAVYWp_IApeeY-KgqQP31c&amp;s
1439,Cooking spray with flour,0,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTe9dRiWC7fRYUDYgkh3psIoB9zVyG-oPQQAU-fsrHdJIkmywoOrBxWjzZGZ6A&amp;s
1441,Coconut flakes,467,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzqhSoqhGoojmtog33i0c5ww6Rwwq2WsZ3Mt2Ofu0RdCGIEVLU0WLhG6xuiQ&amp;s
1442,Cooking no stick spray made with soy oil,0,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfRSCVH43sVl2Ig0j6FpNvxmKkGcLYV6_jrYSrFrUyx9TtE-4Yv6QjYuYuqA&amp;s
1443,No stick cooking spray butter,0,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTI7plRGv-vmh1vSLXsIAwNmhSapVBrh-_Yrr7ecyqi9-_gSrGYrZleEViV4g&amp;s
1444,Gourmet edible cookie dough chocolate chip,360,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsvNjtejyOwo8YR1svfS6kWDXMUREedPDfgc62jVuSjX8j3K-OpdH0-LqtzA&amp;s
1445,Double chocolate walnut,435,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2YBZnKANwZago4mD7L9SmaCUNUf6D1fAEJ7rJ7bitujf3eIRfhEaAjLVP2Q&amp;s
1446,Milk chocolate chips cookies milk chocolate chips,467,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShOAGQoiSX0RHM6B4OpBQ1FGAJujuOO7mdJZywj4cv-HPX3AnaRSui622qTuU&amp;s
1448,Semi-sweet chocolate chips semi-sweet chocolate,467,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8S5-rPrMQTQ5b4bBUdoNvOyMuNFCv0W_4vVi0_yAVYWp_IApeeY-KgqQP31c&amp;s
1449,Black beans,85,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2LiH_edXv5OjnIXI_Pw07ZKe4sYF4lOhsSthCF9WyKAG4U23C0p660bTIsw&amp;s
1450,Complete plant protein chocolate,45,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXkPWkDhUqaxp3QmBUOe9nkASVZIX3d7zEl8n9PZSSxmX9pJsG6G-YLV7FgdM&amp;s
1451,Protein powder banana cream,357,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRd8U3Y8r8UZ5kgopRKGCryuqFijvUY1av2FCkx3AsQiC7o2BpE2W83g2_Yc-I&amp;s
1452,White corn tamale,210,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMLh3gvVezEkXuG98-nka_B0ApoZqXzSx3aZ4jQSVMHbW6a9ijZeWT4_DUmpw&amp;s
1453,Chili Glazed Tilapia With Asian Rice,103,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEbCNhVYhJKxDRKGJjEaZzXiNIqajVTQS-4s2ekoP2CBbF1fixNKONRqA_-A8&amp;s
1454,Rotisserie Chicken,200,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbAVFbpus1L7nDqsS7am6YWkzYHcrPW-c5YSiW8d-HXMhb3gFb_qsG_vzcixE&amp;s
1455,Greek nonfat yogurt & sauce,71,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtKti1B1Xf6xio6AOwVh3g5WlUCvEG1I7WIMbzqBJQZdVq5PE_-t1Wx0zWLQ&amp;s
1456,Instant Lunch Ramen Noodles With Vegetables Chicken Tortilla,453,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8bCJW-qBiUnW4JhzcpnG-3781jfQgMXvORr-Hc9ja_630VOxA3qKuZjZvJ_c&amp;s
1457,Lowfat Milk Chocolate,62,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmngCy82riNnSzkSahgTZPol0ZnlEGnSsQu4hvIwzvZ7kk2AI4N-2AJTO_u-g&amp;s
1458,Organic dark chocolate raspberry quinoa crunch keto snaps,607,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfluiPYELdXStVenlHETcUxtrRvXsID0YUq-wtck6cPUtHBufx8mHnullKhg&amp;s
1459,Mild & mellow natural rice vinegar,0,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTaORodmbUWYBKXj6qcPkuOBDkJJ6qMI3J_BJqNymZojVoCruO5V4b5q0bohA&amp;s
1460,Tender browned turkey breast,89,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3BXK2vDxRLEwQcaDrs45WO8ps_QY0IHtrX69URtQxTKasghGzTUTi-Ga3Ig&amp;s
1461,Fovorites Sour Neon Worms Wiggly Tart Candy,333,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBpcdJb2gr1yz1FDIwr26wZP_kW5RxFIkuZ_yJhhi7S_rguvnxa794tcevAw&amp;s
1462,Ice cream,244,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQp5UGGBNBmwymy7iwHOG18BSnaq9xxT5TNVPhod6wjQF90qpKk8xVjE-OWsw&amp;s
1463,Hot & Spicy Peanuts,567,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTILW4KnDZZseE_uvUCfWk4p_cvGebcs7Xnj4Og3vI5niBi3REhgmMyw5nlRg&amp;s
1464,Delyssa Olive Oil,800,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUrI_Hlj2KEfqavWuEJfXKQSvaW8QJQWUqBmhQPKAKpN5qVsybCKv9RYvzrw&amp;s
1465,Gaucho Ranch Chimichurri - Marinade Condiment Dipping Sauce Hot,267,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_bn8Y0_atscGJqjyPSQCcF87tjRsobrPs-wNgrLSkNOltyDxzF_a94PVuEA&amp;s
1466,Dino Shapes Macaroni And Cheese Dinner,371,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrVARh-ON6HcAa51Em4kUEV0MX_LxtlvoG7hHRZGL_Ww2naJcskU356KgH4w&amp;s
1467,Original Caramel Sauce Caramel,400,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnnWeXh3jZBzgHBobzG4BGqqIYOZvIJIFd96j6D_c5hztsdxjicf-px3hJpQ&amp;s
1468,Cured Pork Fatback,571,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS62muVUGOFv36oOjW6ttuNkqIbYgj5WXUSb2dTfoO2VU5gu9TfWM6A9sCO4w&amp;s
1469,Jalapeno & Cheddar Pork Patties,272,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8IfPTZLld8_GWlOCrW3IQVxppPP-F1u-NDStpd7jBsh3iYod1tlBmkRMR2iM&amp;s
1470,Sweet Hawaiian Sandwich Buns,266,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYrxuTCP2Y7Lz2T-ZHzevkl_DguoC1Vqrg2RObJGCjrJdKZNlJ48zAq22Aig&amp;s
1471,Granola Nuggets,433,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRboiJ40A76d6fAYJ2Fg5KPm4CC9DZm-mwIrmzpiFjYpc3C3A_sM8KJlKePiQ&amp;s
1472,Smooth & Creemy Brie,357,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQB4dN4D20LQt3MbCe-ES8zQ4EUFAgBHa0dOLTlG2ygBbGlhbaR1p513XCBTk&amp;s
1473,Nitro Cold Brew Water + Coffee,9,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeET3KzRDLBThRzJna9kgDlWcXPUQV9Q2vx8bN8hPY3pb9fF0tBYFGbzefFw&amp;s
1474,Frosted Sugar Cookies,421,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRWojo-RWuNRoDgJoeKPZA95OuJBviBtnSd5mX35ERizYP-F8NjgY_hicRFzQ&amp;s
1475,Onion Olives,100,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHTJ7hXju89Umyh0_Se9h-ZWBAAsQE2MME0Lk7y7jlBKSacCQ-Ys07uBbmbg&amp;s
1476,Almond Olives,100,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7RGONxB71ixot_zJIxED94eLNYGK8toiVeqcSiJmaGXwhnlgNlMmyWuAnvg&amp;s
1477,Beer Olives,100,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRabcz0OhPQY0hxwhcomL1KNiO0CCQeh9Mh5McM77mJxpxxl7Tz5g3rLM-7WQ&amp;s
1478,Ritrovo Durum Wheat Semolina Pasta With Rehidrated Spinaches,355,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSM2XqU4oGGke9jxVxACTKu7Ck5Sd5XyEvzJfqx33lHX01Nw4spkEg7VxWiO3E&amp;s
1480,Blue Cheese Olives,100,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXAd9EcJaIcwdRlbwdx85jvJUwgmIYEYHjSjlJLdd4qJr7q48jO2C7jSx6bJA&amp;s
1481,Vermouth Olives,100,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHQK2KPszvED3pV_pEJ6adgJ4Rm6g6GbdGAYtTQ5_FudxAZMVOw_va5hu4Vw&amp;s
1482,Bbq Sauce,152,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8kSdFIYf0uLzPxaWu4qvKzGNs-231kTnyn-POypcoV_MCGq1dakW-N6FKWgo&amp;s
1483,Mini Candy Canes,412,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOj6uHrP8zlcGBEtoZWshs1bufK_9WKC9YYysqjnnZTQ8e8G81fX4C13V31A&amp;s
1484,Diced carrots,49,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKelmF-YE7xnC9u1o9TZ5XzjSRrdULcPDjZ8vqO4G25PRNrD8qMfYgUdoVUQ&amp;s
1485,Macaroni And Cheese,239,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDfGyx-ccWXgHqV8SfBNiq4FWul7qXgjbjS1WjPnYEwrSiKwQfMpxOSQCETA&amp;s
1486,Chia pod,94,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5Gxk-SbA_YHNGZiAVmwyFDh_sBEd0tsvRpi3da0-U6rxl0yNOtO0Xpw--x-k&amp;s
1487,Black Chia,513,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSePtNZQA4GYDeNUq-OOVRDT9M5iNgSxReewsjyMkgY3ennfBLsvTJr2qHLA&amp;s
1488,Mead Johnson Nutrition Enfagrow Milk Drink,444,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQG__TAW29jfCu7Mqha-2CenJkYZ9gyr8ODLa80GOlWY91qbN1-6QvaZ81pDw&amp;s
1489,Colby Cheese,393,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQn9dL8QUHDCxlkluhvxtkAx32yNcRfO03RStf_IHZ-YxzWb0OuEjlIFL0rSQ&amp;s
1490,Cerelime Butter Biscuits With Dark Chocolate,480,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkRc2kch9IgmnvC5k8KPVsLytrkquqH8_-Z_xGe66pxAwvy-UITKKYnXBM2UM&amp;s
1491,Mini Filled Candies With Pure Fruit Pulp,357,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqjbYMYwu1K_N-Cg4iFVohokq4P9RTYE4l1G-BBm3Sq1B9taBPz9kRBtJDkGI&amp;s
1492,The Chia Co. Chia Pod Banana,100,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTT3ki_mRUrqsJbXLyBlVzH8xG4KmFN6ojEetmjXM7KmcLKUHZuqydqG116Tw&amp;s
1493,Assorted Chocolates,550,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQfOpUIqsLZzwTFz4TqprM8a4MF36rH8PaIJ43-Dfai8uBk8zkVoCHtzsy0Ios&amp;s
1494,Black Tea,15,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXNbFLDh8pB88WoMltt4Rn4I81G2fp4YMk6rIEgWAKDODbRpXwodKJo0kmpA&amp;s
1495,Lemon Tea Drink,56,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtBdDQMpPpco0MVphvVwV2H_XCNj3dKsGwD1HLFcNH5amGDoiHrqcNvNrmJVU&amp;s
1496,Oaxaca Semi-Soft Cheese,286,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRq3aCSDJz941p0C8daWjlJPZ7LVx8N6xGtQ-EW45lPsBV-JOdyDtVqIgR6F7g&amp;s
1497,Old Fashioned Popcorn Red Velvet,433,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzbngF3BLuYA7HUc7WCVjEZui8LaC8JAV1RSlYWw5G2w_s47pVzzzeLoZ0&amp;s
1498,Kasugai Seika Co. Kasugai Squid Pea Snack,500,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5jOxUD-hq9NVmQ3XAp7puHZ_uTchjJBJmLHR1fwPaC-gab_g0mUWeCb1qeA&amp;s
1499,Deluxe Shells & Cheddar Dinner,319,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFoWrn6vbddKLdTEkYQ46rc8ESxwPj6vYpjcEf7-waI8W-T3lPfep2LN09A9k&amp;s
1500,Dressing + dip,607,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvcAfyJ5abYDv6Up8Lk9ErpuQ4xuZDpP9_7tBrMTCGwWaURXqojiO7o15FbyQ&amp;s
1501,Smoothie Fixins',400,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyfHtPiftGBs6IAEqLpDzjHh6Z0alF6Gf7qm_gTj9uQ9fxqVy_zftUy2eQBg&amp;s
1502,Baked lentil chips,429,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrFQqS0bgeuir_wPWvcqxhOsMMEfO_ZnvudgbVsXbf0PrV6vpYm6UL7r-fGE4&amp;s
1503,Apricot Energy Bar,371,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT63VkXU9XKRSSaeyXWqkeTJavbtPnN0rNTv6lCg10HZ4GqC3URTpHH0ZTvdXM&amp;s
1504,Raw Pumpkin Seed Butter,714,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQUr8FaQdKh3EgV41uQyBq8nbEFFxyJKGqb4LvxmnguOT_rU7gKv1eVvTJvQU&amp;s
1505,Peppermint Truffles,455,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkZZX-U60Z1i3I1HysVUeuiJp36aBDX-Nzl9GPhxrQxw6CcDkuArWd1EUdpw&amp;s
1506,Smoked Uncured Beef Slices,233,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnz5wKXBxwZ-sVhcMZX3ujlTJol39y7mQIjomVbEIjNJToswwtNj-l7J6TYZ0&amp;s
1507,Sea Salt Caramel,231,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFdtrKhDIUCibIL-5aJXRG0h4Vye8SOtQFS4L_EH6Jjj7voPeq9mWEXXHwbQk&amp;s
1508,Herbapol Tea Bags,0,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrxNvt9pjGSEw8eRBn4buvgIVI3wnLbtfj9Q5nL22DyC8gJzNeXlIh6X9l4g&amp;s
1509,Maison Biscuits,478,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-Zk0gkYTARsyAMzNS6pMB0AKWoaVXrD1CZRwefWOVOfHsjbvUSTemzxprtRk&amp;s
1510,Chocome Carre Milk Chocolate Caramel Pecans Sea Salt With Tahitian Vanilla,580,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtkfPHNWHTlzVw3qprzzkeqZnt1RW720txq9uMMsUHNc79Yclix4DkRpuo0UU&amp;s
1511,California fruit mix,321,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTBPEjFYBEVyLq9OXCTGFRsCsbzxttsIYUecpbqsedHZo_YWvn_4LYu2Wy5UQ&amp;s
1512,Red velvet old fashioned popcorn,433,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzbngF3BLuYA7HUc7WCVjEZui8LaC8JAV1RSlYWw5G2w_s47pVzzzeLoZ0&amp;s
1513,Natural raw pumpkin seed kernels,546,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWQBPJy6qguoVb0RPwuMy1HZz1LWiLtVSHMlACWw8sf1pLHm9MfffpvZPPWCo&amp;s
1514,Back bay rainbow mix,500,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRKKtrnXzjltyIysHCFHf9cb1MBSLueZDAQVgPf4BEmGZ7_4XM3VA2aYXQ7Q&amp;s
1515,Roasted pumpkin seeds kernels,525,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMzQKbf6AuGY3pwwiByzAQG_waVJ3GxQfIL1kjjVmuWV8ZT6hHgusWq-iIcg&amp;s
1516,Protein bar,388,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeC7zWQHJNRr4H9QXKqOPHQ4LCVYOFJQdJ4Da6YYc1VBMYWKZRrwRgoygrOg&amp;s
1517,Slices,353,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsUsKGEyyb8lLI1Tl2CDxFubYUg769dRfAfw3najadt20x5J3ysyKc9PiJ6Uw&amp;s
1518,Spicy Crab Rangoon,259,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3j3XYxu8GQD2Q_M1eZI-Wm5dsk2jj5EYu-SFrI3V8rsLCw1z9LqC3sPZQIg&amp;s
1519,Tropical mango premium frozen fruit bars dipped in greek yogurt coating tropical mango,218,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqf-pZ8MMfidssQ05SsQJjrEGgoK7y8wnaRiSQIxi0rygFoPDdezbM_RqldH8&amp;s
1520,Crazy corn blend,82,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdfZ6t9WhRomJ8tqZ7EoNxVBDcvrIMggMMPzKLoniD6wrkaJh7WIKBzr8mmok&amp;s
1521,Classic Guacamole,200,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMAALET_K-g0ZzvI96zQ29FTQ86KmNom3Tchyxdta2c3bwCl8w8lqULlMnysk&amp;s
1522,California Apricots,243,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgMAfQwkem2NWOXMGyKyLSgiyWErb6Aw0KiivuGJMS3SPT5IkT5VgDqCVtFw&amp;s
1523,Cashews,475,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxM7QxYSptptwIuFtAXgsEuJz9z6J4MKLGdUvEumx5kwIvtDw8ocXKgRhJX8U&amp;s
1524,Pumpkin pie almonds,550,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfWUGkqdFDOTKuoCW04Gvasx7IwjgRjEwDU069-jqgQv4eBEHxYpNbqEO5MQ&amp;s
1525,Natural pinenuts,679,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEHU6smC3Xpw02_5PFb4k-ekm_ApSFbmyvRFIL7wnZeJVv9FfAc41Ary_akQM&amp;s
1527,Cotton Candy,393,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTX0bsokg6JrP2ZfwDt7y-Tf7JtIHE_wM7sQXgAFsjT6oX0zc-4AqrbzRf2Ug&amp;s
1528,Bar,391,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQw1a1B-6Tau1j1PPHt5VdAeBcApi4gUn2YJQ2KK5MzoWgydRMYNN9dYuG7JA&amp;s
1529,Organic fancy cut low-moisture part-skim mozzarella cheese mozzarella,357,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXNG7hV87A2q3hXgyE8z41a_8bJdu08_xKTpk9JbE5H2ZI4TZn8NUtL7N2CA&amp;s
1530,Chocolate chunk cookies,469,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRf3d_-K1ATC6PzM3nbXSwWTq_aGF_LOtoYm0MarKmeVakarKU8vxICouskRlA&amp;s
1531,Get lean & toned bars,420,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKlKjKvycb34X9ESVzCviQeHsmJwOwAW8gLss8j1LNpqVnNq4jTEB32ZB6GA&amp;s
1532,Authentic guacamole,175,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJPxI8XjgsY6qjLgdlNiHJtfD0UQhnSE1zb600E54BrplQfggg3UWywhMI2Qw&amp;s
1533,Soy sauce,34,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWXxJbR2NvMzBiF-SoW__f9-Z200VzCwPZgDyCnJFs62thg0D6KK18414X1g&amp;s
1534,Soft & chewy oatmeal bars,375,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXXwxCJudd7n_FEd6PkZ3ks-w2j1RiaowStGSYsOakCApIawNuBp7eZGxBxw&amp;s
1535,Shelled Pecans,714,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEE5nIBYspV_K2vUBYW50WLVElyWX8kpC5MsFfeNfFfk_FrX5TlUZwMLvJbrU&amp;s
1536,Sliced Almonds,607,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9WxF6F71SJm50IdZE9gLW5BcsKaDWEN-K1iF39TPQgzn-wCXi7DZr7UR7rHs&amp;s
1537,Mini baking chips real semisweet chocolate,467,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRouQ8B8ZbNpbaIca_Zsg9QdOQxFQvBW8RDyl3u4wrX-TRVE2vf6ozr68eJ7Zs&amp;s
1538,Shelled Walnuts,679,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJ3CN_Mx58bX474S7WUQoBWLI7gat3iqPmamcHyxp6KR8fymMVHoUcTjrEk_w&amp;s
1539,White Confectionery Baking Chips,533,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWWDD0WONEoepvW4472XCWPughW8HcUEGHD6RKya_Q4jfNdO1wYGfExDgWFaQ&amp;s
1540,Slivered Almonds,607,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMwFJah6QmLVhOsE7T5MnMsJ3DNjzSEWPQ_IWdiPMppoACdM4Ut88kDFLpLw&amp;s
1542,Baking chips butterscotch,533,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvLOSgu9Yeok3-AXNe0kWM6-5bIBpmHO8xdOQH3XOSZz9mvpMEUnzMJJaogA&amp;s
1543,Chopped Walnuts,679,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOUHZPVNqp3QgowkpQc1m3uV5cTHUBCvIrkR3RhCiE07X0GPHd8_suPCXjdg&amp;s
