store_id,store_name,store_street,store_city,store_state
2847,Anthony and Son Panini Shoppe,56-34 66th St,Flushing,NY
2848,Sabay Thai Restaurant,75-19 Broadway St,Elmhurst,NY
2849,La Taqueria Kermes,66-36 Fresh Pond Rd,Ridgewood,NY
2850,TJ Asian Bistro,50-19 Skillman Ave,Woodside,NY
2851,I Am Thai,49-08 43rd Ave,Woodside,NY
2852,Homemade Taqueria,7103 Grand Ave,Maspeth,NY
2853,Rosa's Pizza & Pasta,5526 69th St,Maspeth,NY
2854,Aubergine Café,49-22 Skillman Ave,Woodside,NY
2855,Rosa's Pizza,6265 Fresh Pond Rd,Ridgewood,NY
2856,Krolewskie Jadlo,66-21 Fresh Pond Rd,Ridgewood,NY
2857,Takesushi,43-46 42nd St,Sunnyside,NY
2858,Akaru,201 Wyckoff Ave,Brooklyn,NY
2859,Wanka Restaurant,7104 Grand Ave,Maspeth,NY
2860,Fritzl's Lunch Box,173 Irving Ave,Brooklyn,NY
2861,GreenStreets Salads,67 Irving Ave,Brooklyn,NY
2862,Thailand's Center Point,63-19 39th Ave,Woodside,NY
2863,Forno Pizzeria E Trattoria,52-27 69th St,Maspeth,NY
2864,JoJu,83-25 Broadway,Elmhurst,NY
2865,Fresca La Crêpe,39-82 61st St,Woodside,NY
2866,Iavarone Bros Quality Foods,6900 Grand Ave,Maspeth,NY
2867,Akaru,201 Wyckoff Ave,Brooklyn,NY
2868,Fritzl's Lunch Box,173 Irving Ave,Brooklyn,NY
2869,La Taqueria Kermes,66-36 Fresh Pond Rd,Ridgewood,NY
2870,GreenStreets Salads,67 Irving Ave,Brooklyn,NY
2871,Krolewskie Jadlo,66-21 Fresh Pond Rd,Ridgewood,NY
2872,Mesa Azteca,91 Wyckoff Ave,Brooklyn,NY
2873,Cypress Inn Cafe,1702 Stanhope St,Ridgewood,NY
2874,Rosa's Pizza,6265 Fresh Pond Rd,Ridgewood,NY
2875,Tortilleria Mexicana Los Hermanos,271 Starr St,Brooklyn,NY
2876,Nepalese Indian Restaurant,907 Seneca Ave,Ridgewood,NY
2877,Co Co Lin Vegetarian House,64-19 Fresh Pond Rd,Ridgewood,NY
2878,Ltauha Restaurant,55-50 Myrtle Ave,Ridgewood,NY
2879,Arepera Guacuco Restaurant,44 Irving Ave,Brooklyn,NY
2880,Tchoup Shop,50 Wyckoff Ave,Brooklyn,NY
2881,Loving Hut,76 Bushwick Ave,Brooklyn,NY
2882,Gyro Village,6657 Fresh Pond Rd,Ridgewood,NY
2883,Anthony and Son Panini Shoppe,56-34 66th St,Flushing,NY
2884,Sakura IV,64-19 Myrtle Ave,Glendale,NY
2885,Good Chinese Restaurant,663 Knickerbocker Ave,Brooklyn,NY
2886,Carlo's Pizza,74-02 Metropolitan Ave,Middle Village,NY
2887,La Taqueria Kermes,66-36 Fresh Pond Rd,Ridgewood,NY
2888,Carlo's Pizza,74-02 Metropolitan Ave,Middle Village,NY
2889,Edison Place,7128 Cooper Ave,Glendale,NY
2890,Grace Pizzeria,70-05 Myrtle Ave,Glendale,NY
2891,Krolewskie Jadlo,66-21 Fresh Pond Rd,Ridgewood,NY
2892,Corfu Grill,70-17 Austin St,Forest Hills,NY
2893,Bella Caracas Cafe,74-17 Metropolitan Ave,MIddle Village,NY
2894,Glendale Diner,7108 Myrtle Ave,Glendale,NY
2895,Wafa's,100-05 Metropolitan Ave,Forest Hills,NY
2896,Sakura IV,64-19 Myrtle Ave,Glendale,NY
2897,Gyro Village,6657 Fresh Pond Rd,Ridgewood,NY
2898,Rosa's Pizza,6265 Fresh Pond Rd,Ridgewood,NY
2899,Nepalese Indian Restaurant,907 Seneca Ave,Ridgewood,NY
2900,Co Co Lin Vegetarian House,64-19 Fresh Pond Rd,Ridgewood,NY
2901,Akaru,201 Wyckoff Ave,Brooklyn,NY
2902,El Rey II Restaurant,1064 Liberty Ave,Brooklyn,NY
2903,Dominick's Hot Dog Truck,Rego Park,Queens,NY
2904,Pizza Classica,8989 Union Tpke,Glendale,NY
2905,Pio Pio,6230 Woodhaven Blvd,Rego Park,NY
2906,Caridad Restaurant,9019 Jamaica Ave,Woodhaven,NY
2907,Corfu Grill,70-17 Austin St,Forest Hills,NY
2908,Sake Sushi,95-34 Queens Blvd,Flushing,NY
2909,Ripe Juice Bar & Grill,7013 Austin St,Forest Hills,NY
2910,Stix Kosher Restaurant,101-15 Queens Blvd,Forest Hills,NY
2911,Pio Pio,6230 Woodhaven Blvd,Rego Park,NY
2912,Marani,9726 63rd Rd,Rego Park,NY
2913,Pahal Zan Kosher Falafel,10612 Continental Ave,Forest Hills,NY
2914,Grand Sichuan NY II,98-108 Queens Blvd,Rego Park,NY
2915,Wafa's,100-05 Metropolitan Ave,Forest Hills,NY
2916,Empanadas Cafe,56-27 Van Doren St,Corona,NY
2917,Sushi Time,72-42 Austin St,Forest Hills,NY
2918,Ben's Best Kosher Delicatessen,96-40 Queens Blvd,Rego Park,NY
2919,Panera Bread,61-35 Junction Boulevard,Rego Park,NY
2920,Tokyo Teriyaki,68-60 Austin St,Forest Hills,NY
2921,Dominick's Hot Dog Truck,Rego Park,Queens,NY
2922,Valle's Cafe,100-12 Queens Blvd,Forest Hills,NY
2923,Simple Veggie Cuisine,95-26 Queens Blvd,Rego Park,NY
2924,Nick's Pizza,10826 Ascan Ave,Forest Hills,NY
2925,Bareburger,71-49 Austin St,Forest Hills,NY
2926,JoJu,83-25 Broadway,Elmhurst,NY
2927,Caridad Restaurant,9019 Jamaica Ave,Woodhaven,NY
2928,New Pop's Restaurant,8522 Jamaica Ave,Woodhaven,NY
2929,El Rey II Restaurant,1064 Liberty Ave,Brooklyn,NY
2930,El Pollo Inka Peru,78-06 101st Ave,New York,NY
2931,Avenue Diner,91-06 Jamaica Ave,New York,NY
2932,Angela's Pizzeria,3435 Fulton St,Brooklyn,NY
2933,Pizza Classica,8989 Union Tpke,Glendale,NY
2934,Don Pollo,8302 95th Ave,Ozone Park,NY
2935,Pizza Hut,8920 Atlantic Ave,Ozone Park,NY
2936,Edison Place,7128 Cooper Ave,Glendale,NY
2937,Manor Deli,9412 Jamaica Ave,Woodhaven,NY
2938,Popeyes Chicken,9220 Jamaica Ave,Woodhaven,NY
2939,Armando's Pollo Rico,110-02 Jamaica Ave,Richmond Hill,NY
2940,Grace Pizzeria,70-05 Myrtle Ave,Glendale,NY
2941,Glendale Diner,7108 Myrtle Ave,Glendale,NY
2942,California Pizza Kitchen,71-03 80th Street,Glendale,NY
2943,Leone's Pizzeria,8402 Cooper Avenue,Glendale,NY
2944,Queens Buffet,9010 Atlantic Ave,Ozone Park,NY
2945,Five Guys Burgers and Fries,73-25 Woodhaven Blvd,Queens,NY
2946,Roti On the Run,3140 Fulton St,Brooklyn,NY
2947,Corfu Grill,70-17 Austin St,Forest Hills,NY
2948,Pupusa Market,14516 Jamaica Ave,Jamaica,NY
2949,Nanking Restaurant,134-07 Rockaway Blvd,South Ozone Park,NY
2950,Hado Sushi,138-40 86th Ave,Briarwood,NY
2951,Wafa's,100-05 Metropolitan Ave,Forest Hills,NY
2952,Ripe Juice Bar & Grill,7013 Austin St,Forest Hills,NY
2953,New Park Pizzeria,15671 Crossbay Blvd,Howard Beach,NY
2954,Punjabi Kabab House,91-52 Lefferts Blvd,Richmond Hill,NY
2955,Latin Grill Factory,89-02 165th St,Jamaica,NY
2956,Euro Grill,124-32 Queens Blvd,Kew Gardens,NY
2957,Sushi Time,72-42 Austin St,Forest Hills,NY
2958,Kawaii Sushi,82-19 153rd Ave,Howard Beach,NY
2959,Pahal Zan Kosher Falafel,10612 Continental Ave,Forest Hills,NY
2960,Roka Turkish Cuisine,116-35 Metropolitan Ave,Richmond Hill,NY
2961,El Rey II Restaurant,1064 Liberty Ave,Brooklyn,NY
2962,Sagar Chinese,87-47 Homelawn St,Jamaica,NY
2963,Venue Bar Restaurant,119-30 Metropolitan Ave,Kew Gardens,NY
2964,Nick's Pizza,10826 Ascan Ave,Forest Hills,NY
2965,Sake Sushi,95-34 Queens Blvd,Flushing,NY
2966,Cafe Energy,9215 149th St,Jamaica,NY
2967,Corfu Grill,70-17 Austin St,Forest Hills,NY
2968,Pupusa Market,14516 Jamaica Ave,Jamaica,NY
2969,Nanking Restaurant,134-07 Rockaway Blvd,South Ozone Park,NY
2970,Hado Sushi,138-40 86th Ave,Briarwood,NY
2971,Wafa's,100-05 Metropolitan Ave,Forest Hills,NY
2972,Ripe Juice Bar & Grill,7013 Austin St,Forest Hills,NY
2973,New Park Pizzeria,15671 Crossbay Blvd,Howard Beach,NY
2974,Punjabi Kabab House,91-52 Lefferts Blvd,Richmond Hill,NY
2975,Latin Grill Factory,89-02 165th St,Jamaica,NY
2976,Euro Grill,124-32 Queens Blvd,Kew Gardens,NY
2977,Sushi Time,72-42 Austin St,Forest Hills,NY
2978,Kawaii Sushi,82-19 153rd Ave,Howard Beach,NY
2979,Pahal Zan Kosher Falafel,10612 Continental Ave,Forest Hills,NY
2980,Roka Turkish Cuisine,116-35 Metropolitan Ave,Richmond Hill,NY
2981,El Rey II Restaurant,1064 Liberty Ave,Brooklyn,NY
2982,Sagar Chinese,87-47 Homelawn St,Jamaica,NY
2983,Venue Bar Restaurant,119-30 Metropolitan Ave,Kew Gardens,NY
2984,Nick's Pizza,10826 Ascan Ave,Forest Hills,NY
2985,Sake Sushi,95-34 Queens Blvd,Flushing,NY
2986,Cafe Energy,9215 149th St,Jamaica,NY
2987,Little Pepper,18-24 College Point Blvd,Flushing,NY
2988,Cascarinos Pizzeria,1460 College Point Blvd,College Point,NY
2989,Five Guys Burgers & Fries,132-01 14th Ave,Queens,NY
2990,Canaan Restaurant,1456 College Point Blvd,Queens,NY
2991,Sushi Family Express,3548 Union St,Flushing,NY
2992,Nan Xiang Dumpling House,38-12 Prince St,Flushing,NY
2993,Kimganae Korean Restaurant,3912 Union St,Flushing,NY
2994,Flushing Noodle Shop,13542 Roosevelt Ave,Flushing,NY
2995,Curry Leaves,13531 40th Rd,Flushing,NY
2996,Amore Pizzeria,3027 Stratton St,Flushing,NY
2997,Happy Buddha Vegetarian Restaurant,135-37 37th Ave,Flushing,NY
2998,Takara Sushi,15011 14th Ave,Whitestone,NY
2999,San Soo Kap San,38-13 Union St,Flushing,NY
3000,Mogu Sushi,13322 39th Ave,Flushing,NY
3001,Hunan House,137-40 Northern Blvd,Flushing,NY
3002,Gu Shine Taiwanese Restaurant,135-38 39th Ave,Flushing,NY
3003,White Bear,135-02 Roosevelt Ave,Flushing,NY
3004,Sam Won Gak,144-20 Northern Blvd,Flushing,NY
3005,Taipei Hong,136-55 Roosevelt Ave,Flushing,NY
3006,Manna Café,135-05 40th Rd,Flushing,NY
3007,Omani,16042 Willets Point Blvd,Whitestone,NY
3008,Tony's Beechhurst Deli,1118 154th St,Whitestone,NY
3009,Takara Sushi,15011 14th Ave,Whitestone,NY
3010,Mediterranean Grill,160-24 Willets Point Blvd,Whitestone,NY
3011,Tasty Grill,14-22 150th St,Whitestone,NY
3012,Kimganae Korean Restaurant,3912 Union St,Flushing,NY
3013,Nolbu Sushi Korean Restaurant,164-25 Northern Blvd,Flushing,NY
3014,Mad For Chicken,157-18 Northern Blvd,Flushing,NY
3015,Sushi Family Express,3548 Union St,Flushing,NY
3016,Cherry Valley Deli & Grill,1229 150th St,Whitestone,NY
3017,Sam Won Gak,144-20 Northern Blvd,Flushing,NY
3018,Casa Asia,149-45 14th Ave,Whitestone,NY
3019,San Soo Kap San,38-13 Union St,Flushing,NY
3020,Tong Tong Tonkatsu,146-17A Northern Blvd.,Flushing,NY
3021,Pho 32,149-06 41st Ave,Flushing,NY
3022,Nan Xiang Dumpling House,38-12 Prince St,Flushing,NY
3023,Flushing Noodle Shop,13542 Roosevelt Ave,Flushing,NY
3024,KyoChon,156-50 Northern Blvd,Flushing,NY
3025,57s All American Grill,3345 Francis Lewis Blvd,Flushing,NY
3026,Curry Leaves,13531 40th Rd,Flushing,NY
3027,BCD Tofu House,220-05 Northern Blvd,Bayside,NY
3028,Press195,4011 Bell Blvd,Bayside,NY
3029,Avli,3831 Bell Blvd,Bayside,NY
3030,Omani,16042 Willets Point Blvd,Whitestone,NY
3031,Guh Song Chinese Restaurant,4724 Bell Blvd,Bayside,NY
3032,Thai 101,39-15 Bell Blvd,Bayside,NY
3033,Chicken Lovers,21509 Northern Blvd,Bayside,NY
3034,Santoor Grill,25703 Union Tpke,Glen Oaks,NY
3035,Mekong East,43 13 Bell Blvd,Bayside,NY
3036,Sushi You,215-05 73rd Ave,Oakland Gardens,NY
3037,Nolbu Sushi Korean Restaurant,164-25 Northern Blvd,Flushing,NY
3038,Sushi Bell,36-28 Bell Blvd,Bayside,NY
3039,Hot  Ginger Asian Fusion,73-32 Bell Blvd,Oakland Gardens,NY
3040,Mama Lee,213-12 48th Ave,Bayside,NY
3041,Golden Piggy,45-53 Bell Blvd,Flushing,NY
3042,Bareburger,42-38 Bell Blvd.,Bayside,NY
3043,Osaka,224-23 Union Tpke,New York,NY
3044,57s All American Grill,3345 Francis Lewis Blvd,Flushing,NY
3045,Mian,184-02 Horace Harding Expy,Fresh Meadows,NY
3046,Constantine's Deli,205-10 48th Ave,Bayside,NY
3047,Press195,4011 Bell Blvd,Bayside,NY
3048,Nolbu Sushi Korean Restaurant,164-25 Northern Blvd,Flushing,NY
3049,BCD Tofu House,220-05 Northern Blvd,Bayside,NY
3050,Avli,3831 Bell Blvd,Bayside,NY
3051,Guh Song Chinese Restaurant,4724 Bell Blvd,Bayside,NY
3052,Thai 101,39-15 Bell Blvd,Bayside,NY
3053,Mekong East,43 13 Bell Blvd,Bayside,NY
3054,57s All American Grill,3345 Francis Lewis Blvd,Flushing,NY
3055,Chicken Lovers,21509 Northern Blvd,Bayside,NY
3056,Mad For Chicken,157-18 Northern Blvd,Flushing,NY
3057,Sushi Bell,36-28 Bell Blvd,Bayside,NY
3058,Omani,16042 Willets Point Blvd,Whitestone,NY
3059,Mian,184-02 Horace Harding Expy,Fresh Meadows,NY
3060,Gyro World,194-23 Northern Blvd,Flushing,NY
3061,Constantine's Deli,205-10 48th Ave,Bayside,NY
3062,Songs Family Food,16220 Northern Blvd,Flushing,NY
3063,Mama Lee,213-12 48th Ave,Bayside,NY
3064,Durso's Pasta & Ravioli Company,18901 Crocheron Ave,Flushing,NY
3065,H Mart,46-40 Francis Lewis Blvd,Flushing,NY
3066,Rolly Kimbab,163-16 Northern Blvd,Flushing,NY
3067,BCD Tofu House,220-05 Northern Blvd,Bayside,NY
3068,Press195,4011 Bell Blvd,Bayside,NY
3069,Sushi Family,25201 Northern Blvd,Little Neck,NY
3070,Avli,3831 Bell Blvd,Bayside,NY
3071,Il Sapore,4417 Douglaston Pkwy,Douglaston,NY
3072,Chicken Lovers,21509 Northern Blvd,Bayside,NY
3073,Thai 101,39-15 Bell Blvd,Bayside,NY
3074,Mekong East,43 13 Bell Blvd,Bayside,NY
3075,Guh Song Chinese Restaurant,4724 Bell Blvd,Bayside,NY
3076,Mi Casa Es Tu Casa,7 S. Middle Neck Rd,Great Neck,NY
3077,Sushi Bell,36-28 Bell Blvd,Bayside,NY
3078,Laverne,9 Cutter Mill Rd,Great Neck,NY
3079,Teinei Ya,25120 Northern Blvd,Little Neck,NY
3080,Aegea,242-05 Northern Blvd,Little Neck,NY
3081,Golden Piggy,45-53 Bell Blvd,Flushing,NY
3082,Bareburger,42-38 Bell Blvd.,Bayside,NY
3083,Lima 33 Restaurant,254-04 Northern Blvd,Little Neck,NY
3084,Mama Lee,213-12 48th Ave,Bayside,NY
3085,Mykonos Restaurant,37 Great Neck Rd,Great Neck,NY
3086,TJK Cafe & Restaurant,24904 Horace Harding Expy,Little Neck,NY
3087,Santoor Grill,25703 Union Tpke,Glen Oaks,NY
3088,BCD Tofu House,220-05 Northern Blvd,Bayside,NY
3089,Sushi Family,25201 Northern Blvd,Little Neck,NY
3090,Il Sapore,4417 Douglaston Pkwy,Douglaston,NY
3091,TJK Cafe & Restaurant,24904 Horace Harding Expy,Little Neck,NY
3092,Grimaldi's,242-02 61st Ave,Douglaston,NY
3093,Press195,4011 Bell Blvd,Bayside,NY
3094,Guh Song Chinese Restaurant,4724 Bell Blvd,Bayside,NY
3095,Osaka,224-23 Union Tpke,New York,NY
3096,Chicken Lovers,21509 Northern Blvd,Bayside,NY
3097,Teinei Ya,25120 Northern Blvd,Little Neck,NY
3098,Sushi You,215-05 73rd Ave,Oakland Gardens,NY
3099,Cafe Cardini,27120 Union Tpke,New Hyde Park,NY
3100,Hot  Ginger Asian Fusion,73-32 Bell Blvd,Oakland Gardens,NY
3101,Aegea,242-05 Northern Blvd,Little Neck,NY
3102,Mekong East,43 13 Bell Blvd,Bayside,NY
3103,Avli,3831 Bell Blvd,Bayside,NY
3104,Empire Garden Chinese Restaurant,6117 Springfield Blvd,Oakland Gardens,NY
3105,Mama Lee,213-12 48th Ave,Bayside,NY
3106,Lima 33 Restaurant,254-04 Northern Blvd,Little Neck,NY
3107,Santoor Grill,25703 Union Tpke,Glen Oaks,NY
3108,Cafe Cardini,27120 Union Tpke,New Hyde Park,NY
3109,Iavarone Bros Quality Foods,Lake Success Center,New Hyde Park,NY
3110,Mumbai Xpress,256-05 Hillside Ave,Floral Park,NY
3111,Dominican Restaurant 6,271-11 Union Tpke,New Hyde Park,NY
3112,Baja Fresh,1468 Union Tpke,New Hyde Park,NY
3113,Taco King,25631 Union Tpke,Glen Oaks,NY
3114,Glow Thai and Japanese,214 Jericho Tpke,Floral Park,NY
3115,Piccolo Gourmet,1632 Hillside Ave,New Hyde Park,NY
3116,Sagar Chinese,252-05 Union Tpke,Bellerose,NY
3117,Cheung Khei Restaurant,25324 Union Tpke,Glen Oaks,NY
3118,Panera Bread,669 Hillside Avenue,New Hyde Park,NY
3119,TJK Cafe & Restaurant,24904 Horace Harding Expy,Little Neck,NY
3120,Osaka,224-23 Union Tpke,New York,NY
3121,Torigo Japanese Restaurant,196 Jericho Tpke,Floral Park,NY
3122,Grimaldi's,242-02 61st Ave,Douglaston,NY
3123,Sushi Family,25201 Northern Blvd,Little Neck,NY
3124,Kiss'o Japanese Cuisine,1532 Union Tpke,New Hyde Park,NY
3125,Iavarone Cafe,Iavarone Bros,New Hyde Park,NY
3126,Noodle House,56-09 Marathon Pkwy,Little Neck,NY
3127,Santoor Grill,25703 Union Tpke,Glen Oaks,NY
3128,Glow Thai and Japanese,214 Jericho Tpke,Floral Park,NY
3129,Mumbai Xpress,256-05 Hillside Ave,Floral Park,NY
3130,Torigo Japanese Restaurant,196 Jericho Tpke,Floral Park,NY
3131,Vaccaros Pizza,8802 Little Neck Pkwy,Floral Park,NY
3132,Sagar Chinese,252-05 Union Tpke,Bellerose,NY
3133,Panera Bread,669 Hillside Avenue,New Hyde Park,NY
3134,Taco King,25631 Union Tpke,Glen Oaks,NY
3135,Cheung Khei Restaurant,25324 Union Tpke,Glen Oaks,NY
3136,Italian Affair Pizza & Restaurant,225-02 Jericho Tpke,Bellerose,NY
3137,Triple Crown Diner,248-27 Jericho Tpke,Bellerose,NY
3138,Jackson Diner,256-01 Hillside Ave,Floral Park,NY
3139,Village Pizzeria,169 Tulip Ave,Floral Park,NY
3140,Pizza Hut,25311 Hillside Ave,Jamaica,NY
3141,Pita Park,155 Tulip Ave,Floral Park,NY
3142,Cafe Cardini,27120 Union Tpke,New Hyde Park,NY
3143,Umberto's,633 Jericho Tpke,New Hyde Park,NY
3144,Nancy's Restaurant,25541 Jericho Tpke,Floral Park,NY
3145,Rollin Greens,247-77 Jericho Tpke,Bellerose,NY
3146,Bundu Khan Kabab House,25319 Union Tpke,Floral Park,NY
3147,Corfu Grill,70-17 Austin St,Forest Hills,NY
3148,Grill Point,69-54 Main St,Flushing,NY
3149,Ripe Juice Bar & Grill,7013 Austin St,Forest Hills,NY
3150,Tost Cafe,6010 Kissena Blvd,Flushing,NY
3151,Sushi Time,72-42 Austin St,Forest Hills,NY
3152,Salad Shack,154-05 Union Tpke,Flushing,NY
3153,The Oneness-Fountain-Heart,157-19 72nd Ave,Flushing,NY
3154,Naomi's Kosher Pizza & Israel Falafel,6828 Main St,Flushing,NY
3155,Pahal Zan Kosher Falafel,10612 Continental Ave,Forest Hills,NY
3156,Euro Grill,124-32 Queens Blvd,Kew Gardens,NY
3157,New Bodai Vegetarian,59-08 Main St,Flushing,NY
3158,Main Street Imperial Taiwanese Gourmet,5914 Main St,Flushing,NY
3159,Xi'an Famous Foods,Golden Shopping Mall,Flushing,NY
3160,Nick's Pizza,10826 Ascan Ave,Forest Hills,NY
3161,Stix Kosher Restaurant,101-15 Queens Blvd,Forest Hills,NY
3162,Empanadas Cafe,56-27 Van Doren St,Corona,NY
3163,Hado Sushi,138-40 86th Ave,Briarwood,NY
3164,Bareburger,71-49 Austin St,Forest Hills,NY
3165,Carlos & Gabby's,67-11 Main St,Forest Hills,NY
3166,Sweet Garden,79-22 Parsons Blvd,Flushing,NY
3167,Sushi You,215-05 73rd Ave,Oakland Gardens,NY
3168,Hot  Ginger Asian Fusion,73-32 Bell Blvd,Oakland Gardens,NY
3169,Rajdhani Indian Restaurant,206 12 Hillside Ave,Queens Village,NY
3170,Mian,184-02 Horace Harding Expy,Fresh Meadows,NY
3171,Acquista Trattoria,178-01 Union Tpke,Flushing,NY
3172,Guh Song Chinese Restaurant,4724 Bell Blvd,Bayside,NY
3173,BCD Tofu House,220-05 Northern Blvd,Bayside,NY
3174,Gaby's Pizza,204-23 Hillside Ave,Hollis,NY
3175,Osaka,224-23 Union Tpke,New York,NY
3176,Tea Shop & Bakery,61-09 Utopia Pkwy,Fresh Meadows,NY
3177,Qdoba Mexican Grill,6140 188th St,Fresh Meadows,NY
3178,Mama Lee,213-12 48th Ave,Bayside,NY
3179,Constantine's Deli,205-10 48th Ave,Bayside,NY
3180,Thai Taste Restaurant,178-19 Union Tpke,Flushing,NY
3181,Press195,4011 Bell Blvd,Bayside,NY
3182,Tienda Vieja Colombian Restaurant,6562 Fresh Meadows Ln,Flushing,NY
3183,Empire Garden Chinese Restaurant,6117 Springfield Blvd,Oakland Gardens,NY
3184,Cafe Muscat,178-07 Union Tpke,Fresh Meadows,NY
3185,CJ's Cafe,177-15 Union Tpke,Fresh Meadow,NY
3186,Sagar Chinese,87-47 Homelawn St,Jamaica,NY
3187,Pupusa Market,14516 Jamaica Ave,Jamaica,NY
3188,Hado Sushi,138-40 86th Ave,Briarwood,NY
3189,Corfu Grill,70-17 Austin St,Forest Hills,NY
3190,Latin Grill Factory,89-02 165th St,Jamaica,NY
3191,Sagar Chinese,87-47 Homelawn St,Jamaica,NY
3192,Salad Shack,154-05 Union Tpke,Flushing,NY
3193,Euro Grill,124-32 Queens Blvd,Kew Gardens,NY
3194,La Cocina Restaurant,16002 Hillside Ave,Jamaica,NY
3195,Genesis,16223 Hillside Ave,Jamaica,NY
3196,Briarwood Cafe,13849 Queens Blvd,Jamaica,NY
3197,Cafe Energy,9215 149th St,Jamaica,NY
3198,Annam Brahma,8443 164th St,Jamaica,NY
3199,John's Pizzeria & Restaurant,83-40 Parsons Blvd,Jamaica,NY
3200,Panorama Cafe,84-73 Parsons Blvd,Jamaica,NY
3201,PP Boy Japan Teriyaki & Sushi,90-22 161th St,Jamaica,NY
3202,Sweet Garden,79-22 Parsons Blvd,Flushing,NY
3203,Sushi Time,72-42 Austin St,Forest Hills,NY
3204,Venue Bar Restaurant,119-30 Metropolitan Ave,Kew Gardens,NY
3205,Paul Michael's Brick Oven Cafe,85-19 126th St,Kew Gardens,NY
3206,Taj Mahal Restaurant & Party Hall,14801 Hillside Ave,Jamaica,NY
3207,Applebee's,161-19 Jamaica Ave,Jamaica,NY
3208,Halal Cart,Jamaica Ave and Parsons Blvd,New York,NY
3209,Ericas Spanish Cuisine,90-40 160th St,New York,NY
3210,Chicken Perfect,9040 160th Street,Jamaica,NY
3211,McDonald's,159-01 Jamaica Ave,Jamaica,NY
3212,Taco Bell,16001 Jamaica Ave,Jamaica,NY
3213,Subway,9217 Parsons Blvd,Jamaica,NY
3214,Burger King,15929 Jamaica Ave,Jamaica,NY
3215,Sushi You,215-05 73rd Ave,Oakland Gardens,NY
3216,Osaka,224-23 Union Tpke,New York,NY
3217,Hot  Ginger Asian Fusion,73-32 Bell Blvd,Oakland Gardens,NY
3218,BCD Tofu House,220-05 Northern Blvd,Bayside,NY
3219,Empire Garden Chinese Restaurant,6117 Springfield Blvd,Oakland Gardens,NY
3220,Rajdhani Indian Restaurant,206 12 Hillside Ave,Queens Village,NY
3221,Santoor Grill,25703 Union Tpke,Glen Oaks,NY
3222,Saigon,61-42 Springfield Blvd,Bayside,NY
3223,Guh Song Chinese Restaurant,4724 Bell Blvd,Bayside,NY
3224,Mama Lee,213-12 48th Ave,Bayside,NY
3225,Gaby's Pizza,204-23 Hillside Ave,Hollis,NY
3226,Press195,4011 Bell Blvd,Bayside,NY
3227,Chicken Lovers,21509 Northern Blvd,Bayside,NY
3228,Imperial Wok,22142 Horace Harding Expy,Oakland Gardens,NY
3229,Mekong East,43 13 Bell Blvd,Bayside,NY
3230,Grimaldi's,242-02 61st Ave,Douglaston,NY
3231,Nonno's Pizza & Restaurant,22330 Union Tpke,Oakland Gardens,NY
3232,Golden Piggy,45-53 Bell Blvd,Flushing,NY
3233,Constantine's Deli,205-10 48th Ave,Bayside,NY
3234,Nan Bei Ho Corp,212-22 48th Ave,Bayside,NY
3235,Rajdhani Indian Restaurant,206 12 Hillside Ave,Queens Village,NY
3236,Gaby's Pizza,204-23 Hillside Ave,Hollis,NY
3237,Osaka,224-23 Union Tpke,New York,NY
3238,Sushi You,215-05 73rd Ave,Oakland Gardens,NY
3239,Hot  Ginger Asian Fusion,73-32 Bell Blvd,Oakland Gardens,NY
3240,Empire Garden Chinese Restaurant,6117 Springfield Blvd,Oakland Gardens,NY
3241,Saigon,61-42 Springfield Blvd,Bayside,NY
3242,Santoor Grill,25703 Union Tpke,Glen Oaks,NY
3243,Glow Thai and Japanese,214 Jericho Tpke,Floral Park,NY
3244,El Patio,218-21 Jamaica Ave,Queens Village,NY
3245,St. Best Jerk Spot,11231 Springfield Blvd,Queens Village,NY
3246,Mumbai Xpress,256-05 Hillside Ave,Floral Park,NY
3247,Nonno's Pizza & Restaurant,22330 Union Tpke,Oakland Gardens,NY
3248,Margherita Pizza,16304 Jamaica Ave,Jamaica,NY
3249,Torigo Japanese Restaurant,196 Jericho Tpke,Floral Park,NY
3250,Golden Chicken,17944 Hillside Ave,Jamaica,NY
3251,Big John's Pizza Brew,21911 Jamaica Ave,Queens Village,NY
3252,Vaccaros Pizza,8802 Little Neck Pkwy,Floral Park,NY
3253,Peking House,18523 Union Tpke,Fresh Meadows,NY
3254,Triple Crown Diner,248-27 Jericho Tpke,Bellerose,NY
3255,Rajdhani Indian Restaurant,206 12 Hillside Ave,Queens Village,NY
3256,Gaby's Pizza,204-23 Hillside Ave,Hollis,NY
3257,Margherita Pizza,16304 Jamaica Ave,Jamaica,NY
3258,Golden Chicken,17944 Hillside Ave,Jamaica,NY
3259,Rocoto Restaurant,178-27 Hillside Ave,Jamaica,NY
3260,Peking House,18523 Union Tpke,Fresh Meadows,NY
3261,Punta Cana Restaurant,14919 Jamaica Ave,Jamaica,NY
3262,Romeo's Pizza,18808 Union Tpke,Fresh Meadows,NY
3263,Benny's Kosher Pizzeria & Restaurant,18130 Union Turnpike,Fresh Meadows,NY
3264,Panda House,20402 Hillside Ave,Hollis,NY
3265,St. Best Jerk Spot,11231 Springfield Blvd,Queens Village,NY
3266,Dave's Chinese Kitchen,188-20 Union Tpke,Fresh Meadows,NY
3267,King Yum,18108 Union Tpke,Fresh Meadows,NY
3268,Macumba Bar and Restaurant,18433 Jamaica Ave,Jamaica,NY
