1412,Homestyle chicken breast portioned pieces homestyle,106,8
1413,Homestyle biscuits,233,6
1414,Buttermilk biscuits buttermilk,233,6
1415,Thousand island salad dressing,323,4
1416,Honey bbq chicken breast honey bbq,118,8
1417,Herb & garlic chicken breast,112,8
1418,Sharp cheddar cheese sticks,417,2
1419,Cage free large brown eggs,120,8
1420,Beef stew meat,195,7
1421,Boneless pork country style ribs,133,8
1422,Macaroni & cheese original rich & cheesy,343,4
1423,Non-pareil capers,33,10
1424,Turkey gravy,75,9
1425,Half & half,133,8
1426,Meat lasagna,124,8
1427,Meat lasagna,122,8
1428,Whole jalapeno peppers,33,10
1429,Therapeutic nutrition,146,8
1430,Spanish peanuts salted,571,0
1431,Dry roasted peanuts,571,0
1432,Machu pichu organic exotic fruit & nut mix,467,1
1433,All natural premium cuts of chorizo pork chorizo,357,3
1434,Non-smoked provolone sliced cheese provolone,348,4
1435,Chicken broth chicken,4,10
1436,Chicken stock,8,10
1437,100% pure maple syrup,333,4
1438,Semi-sweet chocolate chips chocolate,467,1
1439,Cooking spray with flour,0,10
1440,Chili sauce,103,8
1441,Coconut flakes,467,1
1442,Cooking no stick spray made with soy oil,0,10
1443,No stick cooking spray butter,0,10
1444,Gourmet edible cookie dough chocolate chip,360,3
1445,Double chocolate walnut,435,2
1446,Milk chocolate chips cookies milk chocolate chips,467,1
1447,Coconut flakes,467,1
1448,Semi-sweet chocolate chips semi-sweet chocolate,467,1
1449,Black beans,85,9
1450,Complete plant protein chocolate,45,10
1451,Protein powder banana cream,357,3
1452,White corn tamale,210,6
1453,Chili Glazed Tilapia With Asian Rice,103,8
1454,Rotisserie Chicken,200,6
1455,Greek nonfat yogurt & sauce,71,9
1456,Instant Lunch Ramen Noodles With Vegetables Chicken Tortilla,453,1
1457,Lowfat Milk Chocolate,62,9
1458,Organic dark chocolate raspberry quinoa crunch keto snaps,607,0
1459,Mild & mellow natural rice vinegar,0,10
1460,Tender browned turkey breast,89,9
1461,Fovorites Sour Neon Worms Wiggly Tart Candy,333,4
1462,Ice cream,244,6
1463,Hot & Spicy Peanuts,567,0
1464,Delyssa Olive Oil,800,0
1465,Gaucho Ranch Chimichurri - Marinade Condiment Dipping Sauce Hot,267,5
1466,Dino Shapes Macaroni And Cheese Dinner,371,3
1467,Original Caramel Sauce Caramel,400,2
1468,Cured Pork Fatback,571,0
1469,Jalapeno & Cheddar Pork Patties,272,5
1470,Sweet Hawaiian Sandwich Buns,266,5
1471,Granola Nuggets,433,2
1472,Smooth & Creemy Brie,357,3
1473,Nitro Cold Brew Water + Coffee,9,10
1474,Frosted Sugar Cookies,421,2
1475,Onion Olives,100,8
1476,Almond Olives,100,8
1477,Beer Olives,100,8
1478,Ritrovo Durum Wheat Semolina Pasta With Rehidrated Spinaches,355,3
1479,Onion Olives,100,8
1480,Blue Cheese Olives,100,8
1481,Vermouth Olives,100,8
1482,Bbq Sauce,152,7
1483,Mini Candy Canes,412,2
1484,Diced carrots,49,10
1485,Macaroni And Cheese,239,6
1486,Chia pod,94,9
1487,Black Chia,513,0
1488,Mead Johnson Nutrition Enfagrow Milk Drink,444,2
1489,Colby Cheese,393,3
1490,Cerelime Butter Biscuits With Dark Chocolate,480,1
1491,Mini Filled Candies With Pure Fruit Pulp,357,3
1492,The Chia Co. Chia Pod Banana,100,8
1493,Assorted Chocolates,550,0
1494,Black Tea,15,10
1495,Lemon Tea Drink,56,9
1496,Oaxaca Semi-Soft Cheese,286,5
1497,Old Fashioned Popcorn Red Velvet,433,2
1498,Kasugai Seika Co. Kasugai Squid Pea Snack,500,0
1499,Deluxe Shells & Cheddar Dinner,319,4
1500,Dressing + dip,607,0
1501,Smoothie Fixins',400,2
1502,Baked lentil chips,429,2
1503,Apricot Energy Bar,371,3
1504,Raw Pumpkin Seed Butter,714,0
1505,Peppermint Truffles,455,1
1506,Smoked Uncured Beef Slices,233,6
1507,Sea Salt Caramel,231,6
1508,Herbapol Tea Bags,0,10
1509,Maison Biscuits,478,1
1510,Chocome Carre Milk Chocolate Caramel Pecans Sea Salt With Tahitian Vanilla,580,0
1511,California fruit mix,321,4
1512,Red velvet old fashioned popcorn,433,2
1513,Natural raw pumpkin seed kernels,546,0
1514,Back bay rainbow mix,500,0
1515,Roasted pumpkin seeds kernels,525,0
1516,Protein bar,388,3
1517,Slices,353,3
1518,Spicy Crab Rangoon,259,5
1519,Tropical mango premium frozen fruit bars dipped in greek yogurt coating tropical mango,218,6
1520,Crazy corn blend,82,9
1521,Classic Guacamole,200,6
1522,California Apricots,243,6
1523,Cashews,475,1
1524,Pumpkin pie almonds,550,0
1525,Natural pinenuts,679,0
1526,Cookies,321,4
1527,Cotton Candy,393,3
1528,Bar,391,3
1529,Organic fancy cut low-moisture part-skim mozzarella cheese mozzarella,357,3
1530,Chocolate chunk cookies,469,1
1531,Get lean & toned bars,420,2
1532,Authentic guacamole,175,7
1533,Soy sauce,34,10
1534,Soft & chewy oatmeal bars,375,3
1535,Shelled Pecans,714,0
1536,Sliced Almonds,607,0
1537,Mini baking chips real semisweet chocolate,467,1
1538,Shelled Walnuts,679,0
1539,White Confectionery Baking Chips,533,0
1540,Slivered Almonds,607,0
1541,Shelled Walnuts,679,0
1542,Baking chips butterscotch,533,0
1543,Chopped Walnuts,679,0
1544,Sliced Almonds,607,0
1545,Chopped Walnuts,679,0
1546,Hand crafted uncured italian salami,357,3
1547,Gourmet gum,200,6
1548,Garlic herb hummus,312,4
1549,Teriyaki chicken,95,9
1550,Trail mix bars,525,0
1551,No salt peanut butter,594,0
1552,Mixed olive salad,179,7
1553,Beef jerky,179,7
1554,Cubella tiramisu frozen dessert,282,5
1555,Dark Chocolate Covered Dried Cherries,467,1
1556,Crispy Seaweed Strips,300,4
1557,Sliced provolone cheese,286,5
1558,Tomato Orleans Dressing,400,2
1559,Boom bites,233,6
1560,Craft chocolate bar,512,0
1561,Gone nuts handmade gourmet granola,500,0
1562,Sandwich Cookies,485,1
1563,Trail sprouts,429,2
1564,Smart Tenders Plant-Based Chicken,80,9
1565,M&m's chocolate candies peanut peanut,507,0
1566,Apple Juice Drink With Natural Mineral Water,60,9
1567,Jammers zero sugar cherry flavored drink,0,10
1568,All natural pure fruit juice blend,50,9
1569,Biscotti pistachio,406.25,2
1570,Breakfast cereal,365.08,3
1571,Mango nectar,54.1667,9
1572,Textured vegetable protein,347.8261,4
1573,Roast beef,125,8
1574,Pom poms pomegranate fresh arils,100,8
1575,Tomato condensed soup,73.1707,9
1576,Thousand island with bacon,322.58,4
1577,4% Milkfat Large Curd cottage cheese,110,8
1578,Chicken bbq pizza,290,5
1579,Grönsaksbullar Vegetable Balls (ikea),173.6111,7
1580,Sylt Hjortron Cloudberry Jam,248,6
1581,Strawberry Preserves,250,5
1582,Vindaloo Sauce,102,8
1583,Banana,110,8
1584,Organic Nine Grain All Natural Bread,279,5
1585,Organic Great Seed,256,5
1586,Organic Sunny Days Snack Bars,368,3
1587,Organic 100% Whole Wheat,233,6
1588,Tofu Firm,89,9
1589,Just Great Stuff The Original Powdered Organic Peanut Butter,375,3
1590,English cucumber,14,10
1591,Yellow Mustard,0,10
1592,Marinade Cajun,100,8
1593,Baja Chipotle With Lime Juice,100,8
1594,Marinade Steak & Chop With Garlic & Cracked Black Pepper,67,9
1595,Sweet Cooking Rice Seasoning,233,6
1596,Angelo Pietro All Natural Ginger Dressing,233,6
1597,Dainty Food Co Chili Sauce With Black Bean,295,5
1598,Aloha Barbecue Sauce,100,8
1599,Morningstar Farms Veggie Burgers Grillers 27oz 4ct,213,6
1600,Oatmeal dark chocolate chip complete lactation bar,467,1
1601,Wild maine blueberry organic 72% cacao dark chocolate,471,1
1602,NERDS Candy Bulk,375,3
1603,Spinach dip,296,5
1604,Jalapeno artichoke dip & spread,267,5
1605,The original coffee creamer,91,9
1606,2/1g boudin bakeries asian wasabi dressing,400,2
1607,Coconut water,17,10
1608,Long grain american basmati light brown rice light brown,348,4
1609,Oreo cookies mint 1x25 lb,483,1
1610,Chocolate sundae vanilla bean mochi ice cream with cherry center chocolate sundae,256,5
1611,Ripe strawberry mochi ice cream ripe strawberry,256,5
1612,Coffee mochi ice cream with caramel center mochi,256,5
1613,Double chocolate mochi ice cream with chocolaty bits double chocolate,256,5
1614,Salted caramel mochi ice cream salted caramel,256,5
1615,Cookies & cream mochi ice cream cookies & cream,256,5
1616,Organic whole milk yogurt,111,8
1617,Gluten free shortbread,518,0
1618,Organic whole milk yogurt,111,8
1619,Semisoft cheese,333,4
1620,Light semisoft cheese,238,6
1621,Almond butter bare smooth,588,0
1622,Made in a peanut-free facility almond butter,588,0
1623,Cranberry Spread,235,6
1624,Original nutrition shake,92,9
1625,Prunotto partridge eye lentils,353,3
1626,Farmer's crate sweet & crispy baked mango thins,320,4
1627,Soft amaretti,469,1
1628,Prunotto black eye beans,341,4
1629,Mandarin ginger,222,6
1630,Balsamic Sweet Onion Jam,166.66666666667,7
1631,Snicker-Doodle Shortbread Cookies Pure Butter,464,1
1632,Original Vanilla-Almond Wafer Vanilla,200,6
1633,Pure & Natural Maple Syrup,333,4
1634,Pure Maple Syrup,333,4
1635,Pure Tomato Pasta Sauce,20,10
1636,100% Pure Vermont Maple Syrup,333,4
1637,Himalayan Pink Salt,0,10
1638,Pesto Sauce,424,2
1639,Organic Superfood Smoothie Mix,400,2
1640,Organic Chamomile Herbal Tea,0,10
1641,Assorted Biscottini,429,2
1642,Les Confituriers Red Fig Jam,307,4
1643,Raspberry Syrup Raspberry,367,3
1644,Meyer Lemon Salad Refresher,233,6
1645,Lobster meat kcl & body,119,8
1646,Lobster meat k&c,119,8
1647,Lobster meat kc&l,89,9
1648,Michele's granola granola original,500,0
1649,Whole Grain Granola Ginger Hemp,500,0
1650,Granola Pumpkin Spice,536,0
1651,Organic 100% juice,217,6
1652,Beef jerky original,286,5
1653,Himayayan Pink Salt,0,10
1654,Almond Cashew Nut & Seed bar,150,7
1655,Vegetable Soup Mix,36,10
1656,French pure butter cookies,150,7
1657,Tilapia skinless boneless individually wrapped fillets tilapia,88,9
1658,Graine de chia,447,2
1659,Coconut sugar,391,3
1660,Barre Chocolat Juice Plus+,381.818181818182,3
1661,Végétal soup,200,6
1662,Unsweet Iced Tea,0,10
1663,Collagen plus matcha,214.28571428571,6
1664,Deluxe Thick Apricot Spread Apricot,200,6
1665,Himalayan Pink Salt,0,10
1666,Pickled Garlic,125,8
1667,Pure Honey,286,5
1668,St Dalfour 100% Pure & Natural Orange Blossom Honey,286,5
1669,Krazy Organic Krazy Ketchup Agave,133,8
1670,Caffaro's Baking Co Biscotti Cranberry Orange,343,4
1671,Turmeric & Ginger Root Powder,333,4
1672,Royal Fig,206,6
1673,Chef Pascal Orange Ginger & Coconut Sauce Orange Ginger & Coconut,200,6
1674,Cucina & Amore Sliced Tricolor Jalapenos,17,10
1675,Black Currant,211,6
1676,California Peach Preserves,263,5
1677,Pancake waffle mix,400,2
1678,Caesar dressing marinade,300,4
1679,Bruschetta artichoke,214.28571428571,6
1680,dark chocolate and peanut butter,458.3333,1
1681,banana chips,464.2857,1
1682,Wild maine blueberry champagne,200,6
1683,Sour Ounch Straws Strawberry,400,2
1684,Multicolor Jordan Almonds,433.33333333333,2
1685,Roast Beef & Cheese Sandwich,660,0
1686,Chicken Salad Wrap,470,1
1687,Mini chocolate chip cookies,130,8
1688,Conchiglie in tonijn-pestosaus,144,8
